"","time","number","diam","LDSA","surface","mass","A1","A2","idiff","HV","EM1","EM2","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","Part_time"
"163",163,5975,31,9.86,40.39,0.69,1.591,0.505,0,275,-1.74,-0.62,359,20.5,53,1023.3,0.5,4.14,15.4,0,53,2023-10-05 06:56:47
"164",164,5153,35,9.67,44.24,0.86,1.559,0.569,1.99,3578,3.17,1.31,358,20.5,53,1023.3,0.5,4.13,15.56,0,53,2023-10-05 06:56:48
"165",165,5231,34,9.76,44.46,0.86,1.574,0.572,0,276,-1.86,-0.68,359,20.5,53,1023.2,0.5,4.14,15.52,0,53,2023-10-05 06:56:49
"166",166,6302,30,10.26,41.48,0.7,1.654,0.517,1.99,3580,3.17,1.12,359,20.5,53,1023.2,0.5,4.13,15.56,0,53,2023-10-05 06:56:50
"167",167,5880,32,10.31,44.47,0.81,1.663,0.565,0,276,-1.86,-0.75,359,20.5,53,1023.2,0.5,4.14,15.44,0,52,2023-10-05 06:56:51
"168",168,5440,35,10.19,46.56,0.9,1.643,0.599,1.98,3580,2.98,1.06,359,20.5,53,1023.3,0.5,4.13,15.52,0,52,2023-10-05 06:56:52
"169",169,4674,38,9.73,48.74,1.04,1.569,0.636,0,279,-1.74,-0.87,357,20.5,53,1023.3,0.499,4.14,15.4,0,53,2023-10-05 06:56:53
"170",170,4375,39,9.36,48.02,1.05,1.51,0.628,2,3579,2.73,1.31,358,20.5,53,1023.3,0.5,4.13,15.48,0,53,2023-10-05 06:56:54
"171",171,3994,41,9.08,49.11,1.14,1.465,0.644,0,280,-1.55,-0.81,359,20.5,53,1023,0.5,4.14,15.76,0,53,2023-10-05 06:56:55
"172",172,3564,44,8.72,50.24,1.25,1.406,0.659,2,3579,2.92,1.43,359,20.5,53,1023,0.5,4.14,15.52,0,53,2023-10-05 06:56:56
"173",173,3982,39,8.6,44.49,0.98,1.387,0.582,0,281,-1.62,-0.75,359,20.5,53,1023,0.5,4.14,15.28,0,53,2023-10-05 06:56:57
"174",174,4775,36,9.3,43.99,0.88,1.5,0.57,1.97,3580,3.29,1.18,359,20.5,53,1023.3,0.5,4.12,15.12,0,53,2023-10-05 06:56:58
"175",175,6134,32,10.49,44.29,0.79,1.692,0.559,0,279,-2.36,-0.81,359,20.5,53,1023.3,0.5,4.14,15.2,0,53,2023-10-05 06:56:59
"176",176,6787,31,11.38,47.27,0.82,1.836,0.594,2.01,3582,3.67,1.18,359,20.5,53,1023.3,0.5,4.13,15.4,0,53,2023-10-05 06:57:00
"177",177,6591,33,11.75,51.43,0.95,1.895,0.655,0,280,-2.49,-0.87,359,20.5,53,1023.3,0.5,4.14,15.28,0,53,2023-10-05 06:57:01
"178",178,6489,33,11.7,51.76,0.97,1.888,0.661,2,3579,3.11,1.24,359,20.5,53,1023.3,0.5,4.14,15.44,0,53,2023-10-05 06:57:02
"179",179,5987,35,11.26,51.66,1,1.817,0.665,0,277,-2.3,-0.99,359,20.5,53,1023.3,0.5,4.14,15.4,0,53,2023-10-05 06:57:03
"180",180,6799,32,11.61,48.92,0.87,1.872,0.617,2,3580,3.29,1.24,359,20.5,53,1023.4,0.5,4.13,15.64,0,53,2023-10-05 06:57:04
"181",181,7351,32,12.59,53.2,0.95,2.03,0.672,0,281,-2.42,-0.81,358,20.5,53,1023.4,0.5,4.14,15.36,0,53,2023-10-05 06:57:05
"182",182,6183,37,12.32,59.43,1.22,1.988,0.772,2.01,3580,3.23,1.74,358,20.5,53,1023.4,0.499,4.13,16,0,53,2023-10-05 06:57:06
"183",183,7008,31,11.52,47,0.8,1.858,0.587,0,279,-2.24,-0.93,359,20.5,53,1023.3,0.5,4.14,16.2,0,53,2023-10-05 06:57:07
"184",184,8644,26,12.04,42.54,0.62,1.942,0.501,2,3579,3.23,1.49,359,20.5,53,1023.3,0.502,4.13,15.88,0,53,2023-10-05 06:57:08
"185",185,7455,30,12.01,48.15,0.81,1.937,0.598,0,279,-1.99,-0.81,359,20.5,53,1023.3,0.499,4.14,16.2,0,53,2023-10-05 06:57:09
"186",186,7256,28,10.87,40.9,0.64,1.753,0.496,2,3580,3.48,1.24,358,20.5,53,1023.2,0.5,4.14,16.12,0,53,2023-10-05 06:57:10
"187",187,7161,28,10.78,40.7,0.64,1.738,0.494,0,277,-2.73,-0.68,358,20.5,53,1023.2,0.501,4.14,15.64,0,53,2023-10-05 06:57:11
"188",188,5620,36,10.88,51.15,1.02,1.755,0.662,2.02,3582,3.98,1.24,358,20.5,54,1023.2,0.499,4.14,16,0,53,2023-10-05 06:57:12
"189",189,5605,37,11.27,54.74,1.13,1.817,0.712,0,277,-3.42,-1.06,360,20.5,54,1023.1,0.498,4.14,15.96,0,53,2023-10-05 06:57:13
"190",190,6680,34,12.43,56.45,1.09,2.005,0.726,2.02,3580,3.54,1.55,359,20.5,54,1023.1,0.499,4.13,16.72,0,53,2023-10-05 06:57:14
"191",191,5839,39,12.55,64.65,1.42,2.025,0.846,0,279,-2.05,-0.87,359,20.5,53,1023.1,0.5,4.14,16.4,0,53,2023-10-05 06:57:15
"192",192,4903,41,11.15,60.31,1.4,1.799,0.791,2,3580,3.92,1.62,358,20.5,53,1023.5,0.501,4.13,16.24,0,53,2023-10-05 06:57:16
"193",193,4909,42,11.2,60.73,1.41,1.806,0.797,0,280,-2.73,-0.87,359,20.5,53,1023.5,0.501,4.14,16.04,0,53,2023-10-05 06:57:17
"194",194,5119,43,12.09,67.55,1.62,1.95,0.886,1.99,3579,3.29,2.11,358,20.5,53,1023.5,0.5,4.14,15.88,0,53,2023-10-05 06:57:18
"195",195,5168,37,10.34,50.06,1.03,1.668,0.651,0,277,-1.99,-1.18,359,20.5,53,1023.2,0.5,4.14,15.64,0,53,2023-10-05 06:57:19
"196",196,6126,30,9.88,39.67,0.67,1.594,0.493,2,3580,3.29,1.37,359,20.5,53,1023.2,0.499,4.14,16.12,0,53,2023-10-05 06:57:20
"197",197,7660,27,11.1,40.55,0.62,1.79,0.485,0,277,-2.42,-0.68,359,20.5,54,1023.2,0.501,4.14,16.08,0,53,2023-10-05 06:57:21
"198",198,7146,31,11.81,48.41,0.83,1.905,0.606,1.98,3578,3.42,1.31,359,20.5,54,1023.3,0.5,4.13,15.84,0,53,2023-10-05 06:57:22
"199",199,7063,30,11.45,46.18,0.78,1.847,0.574,0,280,-2.24,-0.93,359,20.5,54,1023.3,0.5,4.15,15.44,0,53,2023-10-05 06:57:23
"200",200,7282,28,10.84,40.6,0.63,1.749,0.491,1.99,3579,3.23,1.18,359,20.5,53,1023.3,0.5,4.14,15.6,0,53,2023-10-05 06:57:24
"201",201,5445,37,10.87,52.52,1.08,1.754,0.682,0,277,-2.42,-0.93,358,20.5,53,1023.5,0.5,4.14,15.64,0,53,2023-10-05 06:57:25
"202",202,4602,41,10.24,54.37,1.24,1.652,0.713,1.98,3578,3.11,1.49,359,20.5,53,1023.5,0.5,4.13,16.2,0,53,2023-10-05 06:57:26
"203",203,4804,37,9.81,48.33,1.01,1.582,0.629,0,281,-1.68,-0.93,360,20.5,54,1023.5,0.5,4.14,15.8,0,53,2023-10-05 06:57:27
"204",204,4424,42,10.13,55.16,1.29,1.635,0.724,2,3580,3.42,1.37,359,20.5,54,1023.2,0.5,4.13,15.8,0,53,2023-10-05 06:57:28
"205",205,4400,43,10.5,59.19,1.44,1.693,0.777,0,276,-1.99,-0.87,358,20.5,54,1023.2,0.5,4.14,15.68,0,53,2023-10-05 06:57:29
"206",206,4539,42,10.39,56.5,1.32,1.676,0.741,1.98,3579,3.17,1.24,359,20.5,54,1023.2,0.499,4.14,15.48,0,53,2023-10-05 06:57:30
"207",207,5056,39,10.76,54.89,1.2,1.735,0.718,0,279,-2.49,-0.87,359,20.5,54,1023.5,0.5,4.14,15.48,0,53,2023-10-05 06:57:31
"208",208,6242,35,11.85,54.75,1.07,1.911,0.706,2.02,3580,3.79,1.37,358,20.5,54,1023.5,0.5,4.13,15.76,0,53,2023-10-05 06:57:32
"209",209,5795,35,11.15,52.13,1.03,1.798,0.674,0,279,-2.3,-0.62,357,20.5,54,1023.5,0.5,4.14,15.8,0,53,2023-10-05 06:57:33
"210",210,4903,40,10.71,55.93,1.25,1.727,0.732,1.99,3580,3.85,1.24,359,20.5,54,1023.3,0.5,4.13,15.44,0,53,2023-10-05 06:57:34
"211",211,5216,41,11.65,62.08,1.42,1.88,0.814,0,277,-2.36,-1.18,358,20.5,54,1023.3,0.5,4.14,15.44,0,53,2023-10-05 06:57:35
"212",212,5718,39,12.15,61.96,1.35,1.96,0.81,2.01,3578,3.54,1.55,360,20.5,54,1023.3,0.5,4.13,15.6,0,53,2023-10-05 06:57:36
"213",213,5647,37,11.42,55.75,1.16,1.841,0.725,0,277,-2.36,-0.99,359,20.5,54,1023.3,0.5,4.14,15.6,0,53,2023-10-05 06:57:37
"214",214,5696,34,10.58,48.04,0.92,1.707,0.617,1.99,3579,3.48,1.24,359,20.5,54,1023.3,0.499,4.13,16,0,53,2023-10-05 06:57:38
"215",215,6292,35,11.89,54.71,1.07,1.917,0.705,0,277,-1.99,-1.18,359,20.5,54,1023.3,0.5,4.14,15.32,0,53,2023-10-05 06:57:39
"216",216,6507,34,11.98,53.96,1.03,1.933,0.692,1.99,3580,3.61,1.18,359,20.5,54,1023.2,0.499,4.13,15.48,0,53,2023-10-05 06:57:40
"217",217,7052,31,11.73,48.33,0.84,1.892,0.606,0,279,-2.18,-0.68,359,20.5,54,1023.2,0.499,4.15,15.56,0,53,2023-10-05 06:57:41
"218",218,7032,31,11.77,48.81,0.85,1.899,0.613,2,3580,3.23,1.24,359,20.5,54,1023.2,0.499,4.14,16.08,0,53,2023-10-05 06:57:42
"219",219,8792,25,11.64,39.36,0.55,1.878,0.385,0,276,-2.42,-0.87,359,20.5,54,1023.2,0.5,4.14,16.12,0,53,2023-10-05 06:57:43
"220",220,8868,25,11.74,39.7,0.56,1.894,0.298,2,3580,2.86,1.18,359,20.5,54,1023.2,0.501,4.13,15.36,0,53,2023-10-05 06:57:44
"221",221,7735,26,10.51,36.31,0.52,1.695,0.422,0,279,-2.24,-0.44,359,20.5,54,1023.2,0.501,4.14,15.48,0,53,2023-10-05 06:57:45
"222",222,6637,28,9.91,37.17,0.58,1.598,0.45,2,3580,2.73,1.31,358,20.5,54,1023.3,0.5,4.13,15.72,0,53,2023-10-05 06:57:46
"223",223,5161,34,9.58,43.41,0.83,1.545,0.558,0,276,-1.86,-0.75,359,20.5,54,1023.3,0.499,4.14,15.68,0,53,2023-10-05 06:57:47
"224",224,5754,30,9.41,38.23,0.65,1.518,0.477,2.01,3578,2.92,1.31,359,20.5,53,1023.3,0.5,4.13,15.68,0,53,2023-10-05 06:57:48
"225",225,7863,25,10.41,35.2,0.49,1.679,0.382,0,276,-2.3,-0.62,359,20.5,53,1023.4,0.499,4.14,15.36,0,53,2023-10-05 06:57:49
"226",226,6639,31,11.24,47.05,0.83,1.813,0.592,2.02,3579,3.11,1.24,359,20.5,53,1023.4,0.5,4.13,15.68,0,53,2023-10-05 06:57:50
"227",227,5922,34,10.8,48.23,0.91,1.742,0.618,0,276,-1.86,-0.87,358,20.5,53,1023.4,0.497,4.13,16.16,0,53,2023-10-05 06:57:51
"228",228,4892,37,9.96,48.95,1.02,1.607,0.637,1.99,3578,3.17,1.18,359,20.5,53,1023.1,0.501,4.13,15.8,0,53,2023-10-05 06:57:52
"229",229,4551,41,10.3,55.47,1.28,1.661,0.727,0,277,-2.11,-0.93,359,20.5,53,1023.1,0.5,4.14,15.64,0,53,2023-10-05 06:57:53
"230",230,4904,41,10.94,58.23,1.33,1.765,0.763,2,3578,3.54,1.55,359,20.5,53,1023.1,0.499,4.13,15.72,0,53,2023-10-05 06:57:54
"231",231,7288,29,11.44,44.85,0.74,1.846,0.552,0,276,-2.86,-0.99,359,20.5,53,1023.2,0.5,4.14,16.04,0,53,2023-10-05 06:57:55
"232",232,8719,25,11.55,39.03,0.55,1.862,0.419,2,3580,3.17,1.18,359,20.5,53,1023.2,0.5,4.13,15.68,0,53,2023-10-05 06:57:56
"233",233,7204,30,11.59,46.42,0.78,1.87,0.576,0,276,-2.42,-0.87,358,20.5,53,1023.2,0.5,4.14,15.84,0,53,2023-10-05 06:57:57
"234",234,7403,31,12.41,51.47,0.9,2.001,0.646,2,3578,3.54,1.24,358,20.5,53,1023.3,0.501,4.13,15.88,0,53,2023-10-05 06:57:58
"235",235,7029,33,12.48,54.46,1,2.013,0.694,0,277,-2.3,-0.99,359,20.5,53,1023.3,0.5,4.14,15.6,0,53,2023-10-05 06:57:59
"236",236,6132,36,12.07,57.55,1.17,1.946,0.746,2.01,3579,3.23,1.37,359,20.5,53,1023.3,0.5,4.13,15.52,0,53,2023-10-05 06:58:00
"237",237,6410,35,12.19,56.43,1.11,1.966,0.728,0,275,-2.05,-0.87,359,20.5,53,1023.1,0.5,4.14,15.24,0,53,2023-10-05 06:58:01
"238",238,6381,35,12.03,55.28,1.08,1.94,0.712,1.99,3579,3.85,1.37,358,20.5,53,1023.1,0.501,4.13,15.12,0,53,2023-10-05 06:58:02
"239",239,7315,31,12.14,49.94,0.86,1.958,0.625,0,279,-2.42,-0.99,359,20.5,53,1023.1,0.5,4.14,15.24,0,53,2023-10-05 06:58:03
"240",240,7533,29,11.79,46.09,0.75,1.902,0.567,2,3578,3.54,1.43,359,20.5,53,1023.3,0.5,4.13,15.72,0,53,2023-10-05 06:58:04
"241",241,6541,32,11.46,49.38,0.9,1.848,0.627,0,280,-2.18,-0.93,359,20.5,53,1023.3,0.5,4.13,15.52,0,53,2023-10-05 06:58:05
"242",242,7460,30,12.06,48.45,0.82,1.944,0.602,1.99,3578,3.73,1.12,358,20.5,53,1023.3,0.5,4.13,15.6,0,53,2023-10-05 06:58:06
"243",243,8059,29,12.43,47.96,0.77,2.005,0.587,0,277,-2.42,-0.68,359,20.5,53,1023.1,0.5,4.14,15.68,0,53,2023-10-05 06:58:07
"244",244,7628,31,12.86,53.59,0.94,2.074,0.674,2,3576,3.98,1.06,359,20.5,53,1023.1,0.5,4.13,15.64,0,53,2023-10-05 06:58:08
"245",245,7136,34,13.2,59.67,1.14,2.129,0.766,0,273,-2.92,-0.87,359,20.5,53,1023.1,0.5,4.14,15.52,0,53,2023-10-05 06:58:09
"246",246,6932,35,13.05,59.88,1.16,2.104,0.771,2,3579,3.73,1.62,359,20.5,53,1023.4,0.5,4.13,15.6,0,53,2023-10-05 06:58:10
"247",247,7311,33,12.9,55.98,1.02,2.081,0.712,0,281,-2.8,-0.99,359,20.5,53,1023.4,0.5,4.14,15.2,0,53,2023-10-05 06:58:11
"248",248,7398,32,12.81,54.7,0.98,2.067,0.693,2,3578,3.79,1.24,358,20.4,53,1023.4,0.5,4.13,15.36,0,53,2023-10-05 06:58:12
"249",249,8161,30,13.29,53.8,0.91,2.144,0.67,0,279,-2.73,-1.12,359,20.4,53,1023.2,0.5,4.14,15.16,0,53,2023-10-05 06:58:13
"250",250,9113,29,13.96,53.56,0.86,2.252,0.654,2.02,3576,4.16,1.24,359,20.4,53,1023.2,0.5,4.13,15.68,0,53,2023-10-05 06:58:14
"251",251,9902,27,14.1,50.73,0.76,2.273,0.603,0,280,-2.92,-0.81,359,20.5,53,1023.2,0.5,4.13,15.28,0,53,2023-10-05 06:58:15
"252",252,10778,25,14.27,48.25,0.68,2.302,0.511,2.02,3578,3.85,1.18,359,20.5,53,1023.2,0.5,4.13,15.84,0,53,2023-10-05 06:58:16
"253",253,9425,28,13.88,51.45,0.79,2.238,0.619,0,279,-2.49,-0.81,359,20.5,53,1023.2,0.502,4.14,15.08,0,53,2023-10-05 06:58:17
"254",254,7590,33,13.58,59.65,1.11,2.191,0.761,2,3578,3.54,1.37,358,20.4,53,1023.2,0.5,4.13,15.36,0,53,2023-10-05 06:58:18
"255",255,6846,35,12.96,59.74,1.17,2.09,0.77,0,276,-2.24,-1.31,359,20.4,53,1023.1,0.5,4.14,15.52,0,53,2023-10-05 06:58:19
"256",256,7242,30,11.71,47.1,0.79,1.889,0.585,1.99,3578,3.42,1.31,359,20.4,53,1023.1,0.5,4.13,15.48,0,53,2023-10-05 06:58:20
"257",257,7714,28,11.57,43.56,0.68,1.866,0.528,0,279,-2.86,-0.68,359,20.5,53,1023.1,0.501,4.14,15.4,0,53,2023-10-05 06:58:21
"258",258,6558,34,12.19,55.37,1.06,1.967,0.712,2,3578,4.16,1.68,359,20.5,53,1023.2,0.5,4.13,15.28,0,53,2023-10-05 06:58:22
"259",259,6494,36,12.76,60.82,1.23,2.059,0.788,0,277,-3.11,-0.87,360,20.5,53,1023.2,0.5,4.14,15.4,0,53,2023-10-05 06:58:23
"260",260,7214,34,13.18,58.9,1.11,2.125,0.754,1.99,3578,3.6,1.43,359,20.5,53,1023.2,0.5,4.13,15.68,0,53,2023-10-05 06:58:24
"261",261,5435,40,12.05,63.79,1.45,1.944,0.836,0,277,-2.73,-1.06,359,20.5,53,1023.3,0.501,4.13,15.68,0,53,2023-10-05 06:58:25
"262",262,5286,41,12.02,64.97,1.51,1.938,0.852,2,3580,3.73,1.62,359,20.5,53,1023.3,0.5,4.13,15.52,0,53,2023-10-05 06:58:26
"263",263,7581,32,13.14,56.17,1.01,2.12,0.711,0,276,-2.55,-0.93,359,20.5,53,1023.3,0.5,4.14,15.4,0,53,2023-10-05 06:58:27
"264",264,8019,31,13.32,54.83,0.95,2.148,0.687,2,3578,3.61,1.31,358,20.5,53,1023.4,0.5,4.13,15.8,0,53,2023-10-05 06:58:28
"265",265,7191,34,13.13,58.72,1.11,2.119,0.752,0,275,-2.8,-1.18,359,20.5,53,1023.4,0.5,4.14,15.56,0,53,2023-10-05 06:58:29
"266",266,6465,36,12.52,58.9,1.18,2.02,0.762,2,3576,3.67,1.62,359,20.5,53,1023.4,0.5,4.13,15.52,0,53,2023-10-05 06:58:30
"267",267,5590,38,11.6,57.91,1.23,1.87,0.755,0,276,-2.73,-0.93,359,20.5,53,1023.4,0.499,4.14,15.72,0,53,2023-10-05 06:58:31
"268",268,6625,34,12.12,54.28,1.03,1.955,0.695,2,3575,3.67,1.74,359,20.5,53,1023.4,0.5,4.13,15.72,0,53,2023-10-05 06:58:32
"269",269,9512,25,12.86,44.29,0.63,2.075,0.514,0,279,-2.67,-0.81,359,20.5,53,1023.4,0.5,4.14,15.24,0,53,2023-10-05 06:58:33
"270",270,9934,25,13.15,44.47,0.62,2.122,0.51,2.01,3579,3.42,1.12,358,20.5,53,1023.3,0.5,4.13,15.28,0,53,2023-10-05 06:58:34
"271",271,8714,28,13.22,50.3,0.8,2.132,0.612,0,277,-2.36,-0.68,359,20.5,53,1023.3,0.5,4.14,15.44,0,53,2023-10-05 06:58:35
"272",272,7294,32,12.76,54.91,1,2.057,0.697,2.01,3576,3.05,0.99,359,20.4,53,1023.3,0.501,4.13,15.48,0,52,2023-10-05 06:58:36
"273",273,8992,26,12.32,42.9,0.62,1.987,0.501,0,275,-2.55,-0.99,359,20.4,53,1023.3,0.499,4.13,15.2,0,52,2023-10-05 06:58:37
"274",274,8787,25,11.64,39.34,0.55,1.877,0.316,1.99,3580,3.23,1.06,359,20.4,53,1023.3,0.5,4.13,15.24,0,53,2023-10-05 06:58:38
"275",275,7008,31,11.55,47.26,0.81,1.864,0.591,0,281,-2.86,-0.68,360,20.5,53,1023.3,0.5,4.14,15.28,0,53,2023-10-05 06:58:39
"276",276,6673,33,12.01,53.04,0.99,1.938,0.677,1.98,3579,3.48,1.37,358,20.5,53,1023.5,0.5,4.13,15.2,0,53,2023-10-05 06:58:40
"277",277,7248,32,12.5,53.17,0.95,2.016,0.672,0,280,-2.67,-0.68,359,20.5,53,1023.5,0.501,4.14,15.04,0,53,2023-10-05 06:58:41
"278",278,6189,36,12,56.46,1.13,1.935,0.731,2,3578,3.67,1.55,358,20.5,53,1023.5,0.5,4.13,15.16,0,53,2023-10-05 06:58:42
"279",279,7283,30,11.91,48.37,0.82,1.921,0.603,0,275,-2.55,-0.87,359,20.5,53,1023.3,0.5,4.13,15.28,0,53,2023-10-05 06:58:43
"280",280,7732,30,12.37,49.27,0.82,1.995,0.61,2,3580,3.48,1.37,359,20.5,53,1023.3,0.501,4.14,15.44,0,53,2023-10-05 06:58:44
"281",281,6789,34,12.52,56.41,1.08,2.019,0.724,0,277,-2.18,-0.87,359,20.5,54,1023.3,0.5,4.14,15.52,0,53,2023-10-05 06:58:45
"282",282,6815,34,12.6,56.93,1.09,2.032,0.731,2,3578,3.29,1.49,359,20.5,54,1023.2,0.5,4.13,15.72,0,53,2023-10-05 06:58:46
"283",283,6761,33,12.2,53.97,1.01,1.968,0.69,0,281,-2.3,-0.93,359,20.5,54,1023.2,0.5,4.14,15.76,0,53,2023-10-05 06:58:47
"284",284,6894,32,12,51.42,0.93,1.935,0.652,2,3576,3.17,1.49,359,20.5,53,1023.2,0.499,4.13,15.68,0,53,2023-10-05 06:58:48
"285",285,7129,31,11.81,48.52,0.84,1.905,0.607,0,279,-2.49,-0.87,359,20.5,53,1023.3,0.499,4.14,15.88,0,53,2023-10-05 06:58:49
"286",286,7707,29,12.06,47.17,0.77,1.946,0.58,2,3580,3.61,1.18,358,20.5,53,1023.3,0.5,4.13,16.2,0,53,2023-10-05 06:58:50
"287",287,7568,29,11.91,46.81,0.77,1.922,0.577,0,273,-2.3,-0.62,359,20.5,53,1023.3,0.499,4.14,15.48,0,53,2023-10-05 06:58:51
"288",288,5676,36,11.19,53.47,1.09,1.805,0.694,2,3578,3.6,1.62,359,20.5,53,1023.3,0.5,4.13,15.96,0,53,2023-10-05 06:58:52
"289",289,6345,34,11.52,51.26,0.96,1.858,0.656,0,279,-2.3,-0.93,358,20.5,53,1023.3,0.501,4.14,15.76,0,53,2023-10-05 06:58:53
"290",290,7448,29,11.52,44.61,0.72,1.859,0.547,1.98,3576,3.17,1.49,359,20.5,53,1023.3,0.5,4.13,15.56,0,53,2023-10-05 06:58:54
"291",291,7434,28,11.28,42.95,0.68,1.82,0.523,0,275,-2.49,-0.81,359,20.5,53,1023.2,0.5,4.14,16.04,0,53,2023-10-05 06:58:55
"292",292,9077,25,12.02,40.63,0.57,1.939,0.416,2,3580,3.67,1.06,359,20.5,53,1023.2,0.5,4.13,15.64,0,53,2023-10-05 06:58:56
"293",293,9419,25,12.47,42.17,0.59,2.012,0.48,0,279,-2.8,-0.56,359,20.5,53,1023.2,0.5,4.14,15.92,0,53,2023-10-05 06:58:57
"294",294,8738,28,12.94,48.2,0.75,2.087,0.582,2,3580,3.6,1.31,359,20.5,53,1023.2,0.5,4.13,15.48,0,53,2023-10-05 06:58:58
"295",295,8538,28,12.96,49.3,0.78,2.09,0.6,0,276,-2.55,-0.93,359,20.5,53,1023.2,0.5,4.13,16.04,0,53,2023-10-05 06:58:59
"296",296,6578,35,12.51,57.91,1.14,2.017,0.747,2,3580,3.67,1.37,359,20.5,53,1023.2,0.499,4.13,15.64,0,53,2023-10-05 06:59:00
"297",297,5952,40,13.05,68.37,1.53,2.105,0.896,0,276,-2.61,-0.81,358,20.5,53,1023.3,0.5,4.14,16.08,0,53,2023-10-05 06:59:01
"298",298,7275,34,13.45,60.81,1.16,2.17,0.781,2.01,3582,3.48,1.93,359,20.5,53,1023.3,0.501,4.13,15.8,0,53,2023-10-05 06:59:02
"299",299,8455,29,13.19,51.39,0.84,2.127,0.632,0,279,-2.67,-0.87,359,20.5,53,1023.3,0.5,4.14,15.84,0,53,2023-10-05 06:59:03
"300",300,7716,31,12.79,52.58,0.91,2.063,0.658,1.98,3579,3.79,1.18,359,20.5,53,1023.3,0.5,4.13,16.24,0,53,2023-10-05 06:59:04
"301",301,9458,26,13.2,46.7,0.69,2.129,0.55,0,275,-2.42,-0.81,359,20.5,53,1023.3,0.5,4.14,16,0,53,2023-10-05 06:59:05
"302",302,9993,25,13.44,46.07,0.65,2.168,0.534,2.01,3583,3.85,1.18,359,20.4,54,1023.3,0.5,4.13,15.6,0,53,2023-10-05 06:59:06
"303",303,7632,32,13.23,56.53,1.02,2.134,0.716,0,276,-2.49,-0.75,359,20.4,54,1023.2,0.5,4.13,16,0,53,2023-10-05 06:59:07
"304",304,7336,33,12.94,56.11,1.03,2.087,0.713,2,3582,3.85,1.49,359,20.4,54,1023.2,0.5,4.13,15.84,0,53,2023-10-05 06:59:08
"305",305,9645,25,12.77,43.18,0.6,2.06,0.459,0,277,-2.61,-0.99,360,20.4,54,1023.2,0.5,4.13,15.76,0,53,2023-10-05 06:59:09
"306",306,9754,25,12.92,43.66,0.61,2.083,0.487,2,3583,3.6,0.99,359,20.4,54,1023,0.499,4.13,16.36,0,53,2023-10-05 06:59:10
"307",307,7808,32,13.24,55.52,0.98,2.136,0.699,0,279,-2.49,-0.81,359,20.4,54,1023,0.5,4.13,16.36,0,53,2023-10-05 06:59:11
"308",308,6844,35,13.1,60.99,1.2,2.113,0.788,1.98,3578,3.85,1.55,359,20.5,54,1023,0.5,4.13,15.68,0,53,2023-10-05 06:59:12
"309",309,7646,32,13.24,56.49,1.02,2.135,0.715,0,279,-2.3,-0.93,359,20.5,54,1023.2,0.5,4.13,15.96,0,53,2023-10-05 06:59:13
"310",310,8674,29,13.44,52.07,0.84,2.168,0.639,1.99,3579,4.16,1.12,359,20.5,54,1023.2,0.5,4.13,16,0,53,2023-10-05 06:59:14
"311",311,8245,30,13.3,53.37,0.9,2.145,0.663,0,279,-2.67,-0.87,359,20.5,54,1023.2,0.499,4.13,15.84,0,53,2023-10-05 06:59:15
"312",312,9067,28,13.4,49.85,0.77,2.162,0.601,2,3580,3.73,1.24,359,20.5,54,1023.3,0.502,4.13,15.88,0,53,2023-10-05 06:59:16
"313",313,8446,30,13.38,52.84,0.87,2.158,0.653,0,277,-2.42,-0.62,359,20.5,54,1023.3,0.5,4.14,15.8,0,53,2023-10-05 06:59:17
"314",314,7742,30,12.66,51.41,0.88,2.042,0.641,1.98,3580,3.73,1.49,359,20.5,54,1023.3,0.5,4.13,15.6,0,53,2023-10-05 06:59:18
"315",315,9477,25,12.55,42.42,0.59,2.024,0.366,0,276,-2.49,-0.93,359,20.5,54,1023.5,0.499,4.14,16.04,0,53,2023-10-05 06:59:19
"316",316,9101,25,12.05,40.74,0.57,1.944,0.204,2,3580,3.36,1.24,359,20.5,54,1023.5,0.5,4.13,15.8,0,53,2023-10-05 06:59:20
"317",317,9326,25,12.35,41.75,0.58,1.992,0.472,0,277,-2.86,-0.44,359,20.4,54,1023.5,0.499,4.14,15.76,0,53,2023-10-05 06:59:21
"318",318,8254,30,13.49,54.72,0.93,2.175,0.682,2,3579,3.48,1.37,360,20.4,54,1023.1,0.5,4.13,15.8,0,53,2023-10-05 06:59:22
"319",319,8450,29,13.03,50.29,0.81,2.102,0.616,0,276,-2.8,-0.68,359,20.4,54,1023.1,0.5,4.13,15.64,0,53,2023-10-05 06:59:23
"320",320,7998,31,13.36,55.26,0.96,2.155,0.693,2,3579,3.48,1.55,359,20.5,54,1023.1,0.5,4.13,15.92,0,53,2023-10-05 06:59:24
"321",321,6992,35,13.13,60.1,1.17,2.117,0.774,0,280,-2.3,-0.93,359,20.5,54,1023.7,0.5,4.13,15.2,0,53,2023-10-05 06:59:25
"322",322,6148,36,11.88,55.77,1.11,1.916,0.721,2.01,3578,3.79,1.18,358,20.5,54,1023.7,0.5,4.13,15.32,0,53,2023-10-05 06:59:26
"323",323,5464,40,11.81,61.14,1.35,1.905,0.8,0,276,-2.42,-0.99,357,20.4,54,1023.7,0.5,4.13,14.96,0,53,2023-10-05 06:59:27
"324",324,6404,35,12.25,56.97,1.12,1.975,0.736,2,3580,3.85,1.68,359,20.4,54,1023.3,0.5,4.13,15.32,0,53,2023-10-05 06:59:28
